brewery_id,brewery.name,brewery.address,brewery.contact,brewery.homepage,brewery_programs
325,중원양조,충북 충주시 동량면 조동리 134215,043-851-3771,,
326,지리산운봉주조영농조합,전북 남원시 운봉읍 서천리 622번지,063-634-0009,http://www.herbsul.com/,견학 | 장소 | 운봉주조 공장 견학 | 내용 | 운봉주조 공장 견학 | 소요시간 | 5~10분 | 투어비용 | 별도문의 | 막걸리 빚기 | 장소 | 전통주 체험관 | 내용 | 막걸리 빚기 체험 | 소요시간 | 1시간 | 투어비용 | 별도문의 | 막걸리 쿠키 만들기 | 장소 | 전통주 체험관 | 내용 | 포도 막걸리 만들기 | 소요시간 | 1시간 ~ 2시간 | 투어비용 | 별도문의
327,지시울,강원특별자치도 춘천시 서면 박사로 7415,010-3235-2451,https://smartstore.naver.com/whajeonilchwi,"화전일취 전통주 유료 시음회 | 장소 | 화전일취 지시울 양조장 | 내용 | 물. 쌀. 전통누룩만으로 빚어 항아리에 백일 발효, 두 달 숙성으로 완성하는 프리미엄 전통주를 지향하는 화전일취 전통주를 어울리는 음식과 함께 시음합니다. 전통주 소믈리에와 우리 술에 대한 대화를 나눕니다. | 소요시간 | 1시간-1시간 30분 | 투어비용 | 30,000원(인당) | 화전일취 지게미 수제 비누 만들기 | 장소 | 화전일취 지시울 양조장 | 내용 | 일상생활에서 늘 사용하는 비누에 양조 후 나오는 지게미를 넣어 환경 오염을 줄입니다. 다양한 꽃을 넣은 비누와 술지게미를 넣은 비누 두 가지 나만의 수제 비누를 만들어 가져갈 수 있습니다. | 소요시간 | 1시간 | 투어비용 | 40,000원(인당) | 화전일취 탁주 빚기 | 장소 | 화전일취 지시울 양조장 | 내용 | 물. 쌀. 전통누룩만으로 탁주를 빚습니다. 탁주 빚기가 끝난 뒤 화전일취 전통주를 시음합니다. | 소요시간 | 1시간 | 투어비용 | 60,000원(인당) | 화전일취 전통 증류식 소주 내리기 | 장소 | 화전일취 지시울 양조장 | 내용 | 옹기 소주고리를 이용하여 소주를 증류하는 프로그램으로 우리 술이 어떻게 만들어지는지 배울 수 있습니다. 증류된 소주를 가지고 갈 수 있으며 소주를 내린 뒤 화전일취 전통주 시음이 이어집니다. | 소요시간 | 1시간 | 투어비용 | 70,000원(인당)"
328,지평주조,경기도 양평군 지평면 지평리,031-773-7030,http://www.jpjujo.com/,
329,진정브루잉,"강원도 강릉시 새냉이길 232, 1층",0507-1407-2607,https://url.kr/mjhjr7,
330,착한농부,경북 예천군 용문면 복천길 168,054-652-0877,http://예천주.kr,
331,찬우물,인천시 강화군 선원면 강화동로 990번지,032-934-1454,,
332,참주가,전라북도 순창군 순창읍 신남무수길 5124 (우 : 56051),063-652-1762,https://smartstore.naver.com/chamsool,
333,청도감와인,경북 청도군 풍각면 봉길1길27,054-371-1100,http://www.gamwine.com/company/main.php,
334,청산녹수,전라남도 장성군 장성읍 전고개로 240,061-393-4141,smartstore.naver.com/bluegreenk,"양조장 견학 및 시음 | 장소 | 청산녹수 | 내용 | 양조장을 견학하고 전통주 시음을 해 볼 수 있는 프로그램 | 소요시간 | 1시간 | 투어비용 | 30,000원(인당) | 막걸리 빚기 | 장소 | 청산녹수 | 내용 | 양조장을 견학하고, 미리 만들어 놓은 술덧을 체로 걸러 이제 막 걸러낸 막걸리 원액을 즐길 수 있는 체험 프로그램 (직접 거른 술을 집에서 숙성, 관찰하며 시음하실 수 있도록 공병을 준비해 드립니다.) | 소요시간 | 2시간 이상 | 투어비용 | 50,000원"
335,청양둔송구기주,충청남도 청양군 운곡면 광암리 8191,041-942-8138,https://dunsong.modoo.at/,
336,청정영농조합,전남 고흥군 풍양면 죽시장터길 45,061-832-2211,https://smartstore.naver.com/citronmakgeolli,
337,청풍주조장,충북 제천시 금성면 청풍호로 450 (양화리),043-644-3382,https://smartstore.naver.com/cpmgkr,
338,청해주조,충청북도 청주시 상당구 무심동로336번길 97 1층,0507-1480-3700,https://smartstore.naver.com/blueboarbrewery,
339,초가,강원도 철원군 김화읍 외골길 3312,033-458-7676,https://choga.co.kr/hancheong/,
340,초이리,전라북도 익산시 선화로63길 301,070-7954-7289,https://smartstore.naver.com/choileebrewery,
341,최행숙전통주가,경기도 파주시 법원읍 사임당로 763,031-958-1297,파주전통주.kr,
342,추성고을,전남 담양군 용면 추령로 29,061-383-3011,http://www.chusungju.co.kr,"나만의 증류주 만들기 | 장소 | 전남 담양군 용면 추령로 29 | 내용 | 명인(또는 전수자)과 함께 나누는 우리술 이야기, 전통소줏고리 증류주 내리기, 추성고을 생산제품 시음, 유리병용기에 개인별 기호에 맞는 약재를 넣어 “나만의 증류주 만들기”체험 | 소요시간 | 1시간 - 1시간 10분 | 투어비용 | 30,000원(인당)"
343,추연당,경기도 여주군 가남읍 금당리 5312,070-8850-5312,https://smartstore.naver.com/chuyondang,
344,춘풍양조장,서울 중구 다산로 1013 1F,018-998-876,https://www.chunpoong.co.kr/,
345,친구들의술지란지교,전라북도 순창군 순창읍 순창7길 51,010-9533-1478,https://smartstore.naver.com/limsugzu,
346,컨츄리와이너리,충청북도 영동군 영동읍 조현길 26,043-742-2095,https://smartstore.naver.com/countrywine,"와이너리 투어 | 장소 | 컨츄리와이너리 내부 | 내용 | 브리핑-생산시설투어-와인테이스팅 순으로 와이너리를 투어하는 프로그램으로 총 80~90분이 소요된다. 영동포도, 영동와인산업, 컨츄리와이너리 히스토리를 소개하고 발효실-숙성실-포장실을 둘러본 뒤 라운지에서 핑거푸드와 함께 컨츄리 와인 4종을 시음 할 수 있다. | 소요시간 | 1시간-1시간 | 투어비용 | 15,000원 (성인 기준/최소 10인 이상 사전예약)"
347,케이소주,"전북 전주시 완산구 중산중앙로 27, 3층",010-4651-5595,https://ksoju.modoo.at/,
348,코아베스트,경기도 김포시 양촌읍 김포대로1759번길 3323 2동,010-5231-0320,https://smartstore.naver.com/corevest,
349,코이버펑크,경상북도 영천시 봉계길 52,085-26096-0604,www.koyberpunk.com,
350,탁브루,충청남도 논산시 양촌면 매죽헌로 1665번길 147,032-284-7050,https://www.instagram.com/taak_brew/,
351,태인양조장,전라북도 정읍시 태인면 태흥리 3921,063-534-4018,http://www.xnog5bv8a5dl6a612a.com/,
352,태인합동주조장,전북 정읍시 태인면 태흥리 3921,063-534-4018,http://www.태인양조장.com/,
353,태종대양조,부산광역시 영도구 동삼동 태종로793번길 5,051-405-1800,,
354,토끼소주,충북 충주시 엄정면 웃세고개길 3516,,https://tokkisoju.com/,
355,토마토와인,,053-615-0011,,
356,토향,제주 제주시 한경면 연명로 372,064-796-2521,https://shopping.naver.com/fresh/traditionalalcohol/stores/100075514,
357,파머스맥주,전라북도 고창군 부안면 복분자로 434129,063-561-4225,http://www.gdcbeer.co.kr/new/index.htm,
358,팔로미,충청남도 홍성군 홍북읍 용봉산1길 3(홍북읍) 1층,031-460-0043,,
359,팔팔양조장,경기도 김포시 김포대로 1216번길 8774,031-984-8819,https://smartstore.naver.com/88yangjojang,
360,포천일동막걸리,"경기도 포천시 일동면 운악청계로 1597, 2층",031-532-3007,https://smartstore.naver.com/1932,
361,포천조술당,경기 포천시 화현면 화동로 432번길 12,031-536-5469,,
362,풍정사계화양,충청북도 청주시 청원구 내수읍 풍정1길 82,043-214-9424,https://www.hwayang.co/,칵테일 만들기 | 장소 | 제 2공장 체험장 | 내용 | 증류주 칵테일 만들기 | 소요시간 | 1시간 | 투어비용 | 별도 문의 | 본 저작물은 공공누리 제4유형으로 “출처표시 + 상업적 이용금지 + 변경금지” 조건에 따라 이용할 수 있습니다.
363,하나도가,충청북도 음성군 금왕읍 대금로1851번길 9 1층 하나도가 (우 : 27626),010-7303-6923,https://smartstore.naver.com/hanadoga,
364,하동매실영농조합,경남 하동군 옥종면 궁항길 286105,055-882-0800,,
365,하미앙와인밸리,경남 함양군 함양읍 삼봉로 44214,055-964-2500,https://www.sanmuru.com,
366,하우스오브헤리티지,경기 용인시 기흥구 백남준로 289 지하1층,0507-1379-3415,https://www.houseofheritage.kr/home,
367,하향주가,대구 달성군 유가읍 유가사길 27,053-614-3383,,
368,한강주조,서울특별시 성동구 둘레15길 12,070-8836-1115,https://hangangbrewery.com/,
369,한국산삼,충남 공주시 계룡면 여서울2길 9,041-854-5533,https://shopping.naver.com/fresh/traditionalalcohol/stores/100439678,
370,한국술도가,전라북도 정읍시 답곡길 60,010-3683-1990,https://smartstore.naver.com/chan1990,
371,한국애플리즈,경북 의성군 단촌면 일직점곡로 755,054-834-7800,http://www.applewine.co.kr/,"양조장 체험 | 장소 | 한국애플리즈 본사 내 | 내용 | 양조장 견학, 제조장 투어 | 소요시간 | 30분 내외 | 투어비용 | 15,000원(인당)"
372,한국와인,경상북도 영천시 금호읍 원기리 4142,054-333-3010,http://www.vincoreewinery.com/,"별별 와인 만들기 체험 | 장소 | 내용 | 1. 나만의 별 / 2. 반짝반짝 작은 별 / 3. 별은 내 가슴에 / 4.별을 품은 와인 | 소요시간 | 투어비용 | 나만의 별(1만 5천 원), 반짝반짝 작은 별(1만 2천 원), 나머지 별도 문의 054-333-3010 | 수확 체험 | 장소 | 내용 | 오디, 아로니아, 포도, 감 | 소요시간 | 투어비용 | 문의 054-333-3010 | 와인 시음 체험 | 장소 | 내용 | 소요시간 | 투어비용 | 3종류 3,000원 | 와인 시음 체험 | 장소 | 내용 | 소요시간 | 투어비용 | 3종류 3,000원 | 족욕 와인 | 장소 | 내용 | 소요시간 | 투어비용 | 30분 5,000원"
373,한사도가,경상남도 통영시 욕지면 천왕로 162 (신화돼지국밥) 2층 (우 : 53100),010-3876-7081,https://smartstore.naver.com/hansandoga,
374,한산소곡주,충남 서천군 한산면 충절로 1118,041-951-0290,http://www.sogokju.co.kr,
375,한아양조,서울시 서초구 동광로1길 95,070-4351-0282,https://hanayangjo.com,
376,한영석의발효연구소,전북 정읍시 답곡길 66,063-534-2110,https://smartstore.naver.com/hans_nuruklab,
377,한주양조,경기도 안성시 서운면 서운로 24114,031-672-0964,http://hanjuy.kr.ecplaza.net,
378,한통술양조장,경기 동두천시 쇠목길 3252 한통술 B/D 전관,0507-1370-2113,http://www.hantongsool.com/,
379,함평천지복분자영,전남 함평군 신광면 신광중앙길 14654,061-322-0202,www.redmountain.co.kr,
380,해남진양주,전남 해남군 계곡면 덕정리 123,061-532-9858,,
381,해창주조장,전남 해남군 화산면 해창길 1,061-532-5152,https://haechangjujo.modoo.at/,
382,행주산성주가,"경기도 고양시 덕양구 충장로 122, 블레스타운 202호",031-926-2229,https://www.instagram.com/sanglkh.khl/,
383,홀리워터,"서울특별시 성동구 성수일로4길 10 (평화기업사) 지하1층, 1층(성수동1가) (우 : 04780)",02-467-5208,https://smartstore.naver.com/markholy,
384,홍지원,강원도 평창군 평창읍 농공단지길 2414,033-332-8500,https://shopping.naver.com/fresh/traditionalalcohol/stores/100214392,
385,화목양조장,전남 순천시 낙안면 석흥신흥길 333,0507-1483-1044,https://smartstore.naver.com/naganwine,
386,화심주조,경기 구리시 동구릉로459번길 13614 주 2동 화심주조,070-7745-8888,https://hwasimjujo.co.kr/,
387,화요,경기도 여주시 가남읍 경충대로 848,031-881-3057,www.hwayo.com,
388,화천주가,강원도 화천군 하남면 공단길18,033-442-0052,www.hcjuga.co.kr,
389,황금보리,충남 홍성군 서부면 서부로 696,041-631-8722,http://www.xnjj0bu4t8rc0w2b.com/,
390,회곡양조장,상북도 안동시 풍산읍 산업단지5길 39 회곡양조장,054-853-7777,https://hoegokbrewery.com/product/detail.html?product_no=18&cate_no=33&display_group=1#none,
